MODEL UNDER TEST. Read ONLY this file. No decrypt. No world knowledge.

Format: ANSWER_SEALED[<id>]: <seal_or_UNKNOWN>

WTQ sealed cell-LOOKUP DSL (binder fix).


##### ID WTQFIX_DSL_0 #####
STRATUM: lookup_filter
SEALED_DSL
ROW E226c19ade2b7
COL E88cba6c08382
RETURN LOOKUP(ROW, COL)
Execute exact triple match in CONTEXT.

CONTEXT:
E226c19ade2b7 | E2c399fd0a8fb | E3f607612a0f9
E6a9d9b0c44a2 | Ecaec061660e2 | Ed4928b79590b
E6a9d9b0c44a2 | E65e0750e8022 | E0b1c10dfae33
E6a9d9b0c44a2 | Eac7e309effc4 | Ec6c3caeb3857
E6a9d9b0c44a2 | E59f88e239a5e | E2d28e7848527
E6a9d9b0c44a2 | E41dfe6c3d0ec | E00714349c126
E6a9d9b0c44a2 | E42e4dfb288e6 | E67c55e1278c9
E6a9d9b0c44a2 | E7da33318c709 | Ec6c3caeb3857
E6a9d9b0c44a2 | E76db675c84a4 | E44e549a13435
Ec885876e4ceb | Ecaec061660e2 | E21cfc123b4f5
Ec885876e4ceb | E65e0750e8022 | E4114d7c10fca
Ec885876e4ceb | Eac7e309effc4 | E81e32dd0f6f3
Ec885876e4ceb | E59f88e239a5e | Ea9adb1c073ed
Ec885876e4ceb | E41dfe6c3d0ec | E5f9c73ed3971
Ec885876e4ceb | E42e4dfb288e6 | Efd0f19a18831
Ec885876e4ceb | E7da33318c709 | E81e32dd0f6f3
Ec885876e4ceb | E76db675c84a4 | E6932fa879cd2


##### ID WTQFIX_DSL_3 #####
STRATUM: lookup_filter
SEALED_DSL
ROW Ec885876e4ceb
COL Ed46318781c41
RETURN LOOKUP(ROW, COL)
Execute exact triple match in CONTEXT.

CONTEXT:
E226c19ade2b7 | E2c399fd0a8fb | Ec8ea0de055ff
E226c19ade2b7 | Ed46318781c41 | Ec2b5b5a6e2d1
E226c19ade2b7 | Eae6bcac6649b | E98ab7390a37d
E226c19ade2b7 | E5e715aa2fd38 | E57ac4ee4bd4f
E226c19ade2b7 | E3f9bd96e9dc0 | E1b018f3010b6
Eea66ea277fdb | E2c399fd0a8fb | E09a685201a0e
Eea66ea277fdb | Ed46318781c41 | Ec2b5b5a6e2d1
Eea66ea277fdb | Eae6bcac6649b | E2309d47b3d6f
Eea66ea277fdb | E5e715aa2fd38 | Eb524ae8dea55
Eea66ea277fdb | E3f9bd96e9dc0 | E1b018f3010b6
Ea5f2b4c7bf27 | E2c399fd0a8fb | Ed93a90d33748
Ea5f2b4c7bf27 | Ed46318781c41 | Ec2b5b5a6e2d1
Ea5f2b4c7bf27 | Eae6bcac6649b | E66fead58ae8f
Ea5f2b4c7bf27 | E5e715aa2fd38 | E9a18677fe15b
Ea5f2b4c7bf27 | E3f9bd96e9dc0 | E862c0d247a21
E9cb6031bd176 | E2c399fd0a8fb | E0b8bbb5d2f5e
E9cb6031bd176 | Ed46318781c41 | Ee783701300cd
E9cb6031bd176 | Eae6bcac6649b | Ed69f62d9df68
E9cb6031bd176 | E5e715aa2fd38 | E101f2cfdc2ab
E9cb6031bd176 | E3f9bd96e9dc0 | E862c0d247a21
E7993d60f4638 | E2c399fd0a8fb | E6845f0dc0809
E7993d60f4638 | Ed46318781c41 | Efe67d6085097
E7993d60f4638 | Eae6bcac6649b | E3915b3d2a0e7
E7993d60f4638 | E5e715aa2fd38 | E8c4db1b28793
E7993d60f4638 | E3f9bd96e9dc0 | Ece4ca11f6a31
E8fc6d3e5f2f9 | E2c399fd0a8fb | E6c06016473ec
E8fc6d3e5f2f9 | Ed46318781c41 | Ee783701300cd
E8fc6d3e5f2f9 | Eae6bcac6649b | Eafb83dddfb38
E8fc6d3e5f2f9 | E5e715aa2fd38 | Ec0e60480aaa5
E8fc6d3e5f2f9 | E3f9bd96e9dc0 | E1b018f3010b6
E8fc6d3e5f2f9 | E51b5228b206d | E55aef81ef04d
Eeba7c17e4430 | E2c399fd0a8fb | Eeb8d2d3e9eb4
Eeba7c17e4430 | Ed46318781c41 | Ee783701300cd
Eeba7c17e4430 | Eae6bcac6649b | E2cb709a78484
Eeba7c17e4430 | E5e715aa2fd38 | E91a6239804d4
Eeba7c17e4430 | E3f9bd96e9dc0 | Ee3e068c6d4d8
Eeba7c17e4430 | E51b5228b206d | E4b36dc2811ec
Efc54a8f3fd26 | E2c399fd0a8fb | E9f489f952337
Efc54a8f3fd26 | Ed46318781c41 | Efe67d6085097
Efc54a8f3fd26 | Eae6bcac6649b | Ebae74cb5aebb
Efc54a8f3fd26 | E5e715aa2fd38 | E668b964b05f8
Efc54a8f3fd26 | E3f9bd96e9dc0 | E7620078ff57d
Efc54a8f3fd26 | E51b5228b206d | E49271077f67a
Eb0e3a3dd20c1 | E2c399fd0a8fb | Eaf08acfdcd97
Eb0e3a3dd20c1 | Ed46318781c41 | Ee783701300cd
Eb0e3a3dd20c1 | Eae6bcac6649b | Ee566fc8656ca
Eb0e3a3dd20c1 | E5e715aa2fd38 | E51fba7e78b36
Eb0e3a3dd20c1 | E3f9bd96e9dc0 | Ece4ca11f6a31
Eb0e3a3dd20c1 | E51b5228b206d | E49271077f67a
Eebc6e3a63453 | E2c399fd0a8fb | E15f63d3eb152
Eebc6e3a63453 | Ed46318781c41 | Ee783701300cd
Eebc6e3a63453 | Eae6bcac6649b | E37190cfe4c3d
Eebc6e3a63453 | E5e715aa2fd38 | E71e696d34ed0
Eebc6e3a63453 | E3f9bd96e9dc0 | E15cf637aa991
Eebc6e3a63453 | E51b5228b206d | E257ff351a67b
E6a9d9b0c44a2 | E2c399fd0a8fb | E0d34b3a23d32
E6a9d9b0c44a2 | Ed46318781c41 | Ed91603ddd479
E6a9d9b0c44a2 | Eae6bcac6649b | Ef209345d7739
E6a9d9b0c44a2 | E5e715aa2fd38 | Ec3d309c63d79
E6a9d9b0c44a2 | E3f9bd96e9dc0 | E1b018f3010b6
E6a9d9b0c44a2 | E51b5228b206d | E18f3015be790
Ec885876e4ceb | E2c399fd0a8fb | E62c0f2df00be
Ec885876e4ceb | Ed46318781c41 | Ece05da6065ce
Ec885876e4ceb | Eae6bcac6649b | Eae629a777780
Ec885876e4ceb | E5e715aa2fd38 | Ee3d1827a40d2
Ec885876e4ceb | E3f9bd96e9dc0 | E6a01bcd35a97
E9c2b8d5a5dc2 | E2c399fd0a8fb | E3bfd9a87a698
E9c2b8d5a5dc2 | Ed46318781c41 | Ece05da6065ce
E9c2b8d5a5dc2 | Eae6bcac6649b | Eb30e121d5604
E9c2b8d5a5dc2 | E5e715aa2fd38 | E19e67c4b5bab
E9c2b8d5a5dc2 | E3f9bd96e9dc0 | E7620078ff57d
E9c2b8d5a5dc2 | E51b5228b206d | Eed8c44c1f374
Ef199cee20847 | E2c399fd0a8fb | Ea9bcee52ef06
Ef199cee20847 | Ed46318781c41 | Efe67d6085097
Ef199cee20847 | Eae6bcac6649b | E8e4f2a535b42
Ef199cee20847 | E5e715aa2fd38 | E890af5035272
Ef199cee20847 | E3f9bd96e9dc0 | Ece4ca11f6a31
Ef199cee20847 | E51b5228b206d | E6185951eba3a
Ef199cee20847 | Ef7c89fa9a08f | Ea63253cb1ffd
Eacf58c1b0f79 | E2c399fd0a8fb | E707ccee34960
Eacf58c1b0f79 | Ed46318781c41 | Ee783701300cd
Eacf58c1b0f79 | Eae6bcac6649b | Ef6acf146faef
Eacf58c1b0f79 | E5e715aa2fd38 | E76e98e4c5eb5
Eacf58c1b0f79 | E3f9bd96e9dc0 | Ee3e068c6d4d8
Eacf58c1b0f79 | E51b5228b206d | Eed8c44c1f374
Eaaba093e7040 | E2c399fd0a8fb | E75da32b4d610
Eaaba093e7040 | Ed46318781c41 | Ee783701300cd
Eaaba093e7040 | Eae6bcac6649b | E1279389fd9e7
Eaaba093e7040 | E5e715aa2fd38 | Edf56aa457ab0
Eaaba093e7040 | E3f9bd96e9dc0 | E15cf637aa991
Eaaba093e7040 | E51b5228b206d | E59ab6c17d5cb
Eaaba093e7040 | Ef7c89fa9a08f | Ea63253cb1ffd
Eccd7c31000f3 | E2c399fd0a8fb | Ee9fd5f4ed0a8
Eccd7c31000f3 | Ed46318781c41 | Ee783701300cd
Eccd7c31000f3 | Eae6bcac6649b | Ecb4b9cb74a98
Eccd7c31000f3 | E5e715aa2fd38 | Efa7405034c25
Eccd7c31000f3 | E3f9bd96e9dc0 | E7620078ff57d
Eccd7c31000f3 | E51b5228b206d | Eaefc61d7ad0c
Eccd7c31000f3 | Ef7c89fa9a08f | Ea63253cb1ffd
Efac9233c5994 | E2c399fd0a8fb | E0640e723f021
Efac9233c5994 | Ed46318781c41 | Efe67d6085097
Efac9233c5994 | Eae6bcac6649b | E2a8e589b1b92
Efac9233c5994 | E5e715aa2fd38 | E66780a7e4ef6
Efac9233c5994 | E3f9bd96e9dc0 | E15cf637aa991
Efac9233c5994 | E51b5228b206d | E5a236ef7fee0
Ee46a4a76d161 | E2c399fd0a8fb | E57c9910676fa
Ee46a4a76d161 | Ed46318781c41 | Efe67d6085097
Ee46a4a76d161 | Eae6bcac6649b | Ecdd01944d565
Ee46a4a76d161 | E5e715aa2fd38 | Ea14c643ee53c
Ee46a4a76d161 | E3f9bd96e9dc0 | E15cf637aa991
Ee46a4a76d161 | E51b5228b206d | Ed4354ba8ea14
E68bdffc899ab | E2c399fd0a8fb | E1c7be0de5405
E68bdffc899ab | Ed46318781c41 | Efe67d6085097
E68bdffc899ab | Eae6bcac6649b | E953e0caca070
E68bdffc899ab | E5e715aa2fd38 | Ee1938240a036
E68bdffc899ab | E3f9bd96e9dc0 | Ece4ca11f6a31
E68bdffc899ab | E51b5228b206d | Ed4354ba8ea14


##### ID WTQFIX_DSL_4 #####
STRATUM: lookup_filter
SEALED_DSL
ROW E6a9d9b0c44a2
COL Eb50689488b52
RETURN LOOKUP(ROW, COL)
Execute exact triple match in CONTEXT.

CONTEXT:
E226c19ade2b7 | Eb50689488b52 | E2967ccfaf9e9
E226c19ade2b7 | Ece1e84c5aec2 | E9bb888930a24
E226c19ade2b7 | Eff8fa727b7a8 | Ed35d37e1e8b0
E226c19ade2b7 | Eb5efdf3f0317 | E814fde72c10e
E226c19ade2b7 | Ec392b2609cfc | Eb409f165fe23
Eea66ea277fdb | Eb50689488b52 | E2967ccfaf9e9
Eea66ea277fdb | Ece1e84c5aec2 | E9bb888930a24
Eea66ea277fdb | Eff8fa727b7a8 | E494b3d322f1a
Eea66ea277fdb | Eb5efdf3f0317 | E1effc9313b95
Eea66ea277fdb | Ec392b2609cfc | Eb409f165fe23
Ea5f2b4c7bf27 | Eb50689488b52 | E826da80f9202
Ea5f2b4c7bf27 | Ece1e84c5aec2 | Ef07df0a5535e
Ea5f2b4c7bf27 | Eff8fa727b7a8 | E54aebc485c62
Ea5f2b4c7bf27 | Eb5efdf3f0317 | E767ad05f4a48
Ea5f2b4c7bf27 | Ec392b2609cfc | E289b6afeaf15
E9cb6031bd176 | Eb50689488b52 | E72d1d917291c
E9cb6031bd176 | Ece1e84c5aec2 | E76701791030b
E9cb6031bd176 | Eff8fa727b7a8 | Ed35d37e1e8b0
E9cb6031bd176 | Eb5efdf3f0317 | Edc7fa412f148
E9cb6031bd176 | Ec392b2609cfc | E289b6afeaf15
E7993d60f4638 | Eb50689488b52 | E083cebc6058a
E7993d60f4638 | Ece1e84c5aec2 | Ef07df0a5535e
E7993d60f4638 | Eff8fa727b7a8 | Ee182957c6f9b
E7993d60f4638 | Eb5efdf3f0317 | E5a321c2c4f92
E7993d60f4638 | Ec392b2609cfc | E289b6afeaf15
E8fc6d3e5f2f9 | Eb50689488b52 | E574c385d4222
E8fc6d3e5f2f9 | Ece1e84c5aec2 | E0abf914e706a
E8fc6d3e5f2f9 | Eff8fa727b7a8 | Ed18cfea5aaee
E8fc6d3e5f2f9 | Eb5efdf3f0317 | Eee976fa71e15
E8fc6d3e5f2f9 | Ec392b2609cfc | E9a1f816f7dba
Eeba7c17e4430 | Eb50689488b52 | E09d773fdad0e
Eeba7c17e4430 | Ece1e84c5aec2 | E0abf914e706a
Eeba7c17e4430 | Eff8fa727b7a8 | E3fe7a0cf80e0
Eeba7c17e4430 | Eb5efdf3f0317 | Ebc5a0dc62fe0
Eeba7c17e4430 | Ec392b2609cfc | E9a1f816f7dba
Efc54a8f3fd26 | Eb50689488b52 | E1301e397beb2
Efc54a8f3fd26 | Ece1e84c5aec2 | E0abf914e706a
Efc54a8f3fd26 | Eff8fa727b7a8 | Efeb42d519337
Efc54a8f3fd26 | Eb5efdf3f0317 | E555c4cc72817
Efc54a8f3fd26 | Ec392b2609cfc | E9a1f816f7dba
Eb0e3a3dd20c1 | Eb50689488b52 | Eba4a252cc132
Eb0e3a3dd20c1 | Ece1e84c5aec2 | E001699bc8b37
Eb0e3a3dd20c1 | Eff8fa727b7a8 | Ee9b3cf61499b
Eb0e3a3dd20c1 | Eb5efdf3f0317 | Ea66ae2b984ed
Eb0e3a3dd20c1 | Ec392b2609cfc | Ea2b3398211b0
Eebc6e3a63453 | Eb50689488b52 | E86665e0386a5
Eebc6e3a63453 | Ece1e84c5aec2 | E0abf914e706a
Eebc6e3a63453 | Eff8fa727b7a8 | Ed35d37e1e8b0
Eebc6e3a63453 | Eb5efdf3f0317 | Eb6bb3ec74196
Eebc6e3a63453 | Ec392b2609cfc | Eec7f4ad8ebb9
E6a9d9b0c44a2 | Eb50689488b52 | Eb878224ce488
E6a9d9b0c44a2 | Ece1e84c5aec2 | E0abf914e706a
E6a9d9b0c44a2 | Eff8fa727b7a8 | Efed1ec52ddee
E6a9d9b0c44a2 | Eb5efdf3f0317 | E416c6e489c80
E6a9d9b0c44a2 | Ec392b2609cfc | Ee08ac89b0ffa


##### ID WTQFIX_DSL_5 #####
STRATUM: compare
SEALED_DSL
ROW E226c19ade2b7
COL E94a7763a874c
RETURN LOOKUP(ROW, COL)
Execute exact triple match in CONTEXT.

CONTEXT:
E226c19ade2b7 | E2ba9c6a70934 | Ee783701300cd
E226c19ade2b7 | Ef96448e78bcf | Ee783701300cd
E226c19ade2b7 | E94a7763a874c | E2c13b6494759
E226c19ade2b7 | E990b400bd4c6 | E9223b14a4130
E226c19ade2b7 | Ed2115d9a1cf3 | Ec8f25697d1c3
E226c19ade2b7 | E563cbf1f0e84 | Ec095d16758bf
E226c19ade2b7 | E160352421545 | E92f3f9c122db
E226c19ade2b7 | E685b4dca556b | Ea48dcf3f84aa
Eea66ea277fdb | E2ba9c6a70934 | Efe67d6085097
Eea66ea277fdb | Ef96448e78bcf | E92f3f9c122db
Eea66ea277fdb | E94a7763a874c | E47594af02f65
Eea66ea277fdb | E990b400bd4c6 | E515cd23b13e9
Eea66ea277fdb | Ed2115d9a1cf3 | Ec8f25697d1c3
Eea66ea277fdb | E563cbf1f0e84 | E1b02bd268c5b
Eea66ea277fdb | E160352421545 | Ec2b5b5a6e2d1
Eea66ea277fdb | E685b4dca556b | E148989cd3466
Ea5f2b4c7bf27 | E2ba9c6a70934 | Ece05da6065ce
Ea5f2b4c7bf27 | Ef96448e78bcf | E18b93b08c7c2
Ea5f2b4c7bf27 | E94a7763a874c | E8044bef7964b
Ea5f2b4c7bf27 | E990b400bd4c6 | E073f1e19d702
Ea5f2b4c7bf27 | Ed2115d9a1cf3 | Ec8f25697d1c3
Ea5f2b4c7bf27 | E563cbf1f0e84 | Ef78d8b9b7ae5
Ea5f2b4c7bf27 | E160352421545 | Efe67d6085097
Ea5f2b4c7bf27 | E685b4dca556b | Ec2b5b5a6e2d1
E9cb6031bd176 | E2ba9c6a70934 | Ec2b5b5a6e2d1
E9cb6031bd176 | Ef96448e78bcf | Ee56afd9c7180
E9cb6031bd176 | E94a7763a874c | E726f355673b0
E9cb6031bd176 | E990b400bd4c6 | E6096d0de5422
E9cb6031bd176 | Ed2115d9a1cf3 | Ec8f25697d1c3
E9cb6031bd176 | E563cbf1f0e84 | E59fac947704c
E9cb6031bd176 | E160352421545 | E62dbac004d20
E9cb6031bd176 | E685b4dca556b | Ece05da6065ce
E7993d60f4638 | E2ba9c6a70934 | E92f3f9c122db
E7993d60f4638 | Ef96448e78bcf | E751585bb88d2
E7993d60f4638 | E94a7763a874c | Eb6028f046873
E7993d60f4638 | E990b400bd4c6 | Ee2a56c099a55
E7993d60f4638 | Ed2115d9a1cf3 | Ec8f25697d1c3
E7993d60f4638 | E563cbf1f0e84 | E234831b42590
E7993d60f4638 | E160352421545 | Ed4928b79590b
E7993d60f4638 | E685b4dca556b | Efe67d6085097
E8fc6d3e5f2f9 | E2ba9c6a70934 | E148989cd3466
E8fc6d3e5f2f9 | Ef96448e78bcf | E7c476926739c
E8fc6d3e5f2f9 | E94a7763a874c | Ead45beaf6d24
E8fc6d3e5f2f9 | E990b400bd4c6 | E6096d0de5422
E8fc6d3e5f2f9 | Ed2115d9a1cf3 | Ec6def8a4716a
E8fc6d3e5f2f9 | E563cbf1f0e84 | E30cf4c790e6b
E8fc6d3e5f2f9 | E160352421545 | Ea48dcf3f84aa
E8fc6d3e5f2f9 | E685b4dca556b | Ee783701300cd
Eeba7c17e4430 | E2ba9c6a70934 | Ed91603ddd479
Eeba7c17e4430 | Ef96448e78bcf | E0aef916057cf
Eeba7c17e4430 | E94a7763a874c | Ee520b212caa0
Eeba7c17e4430 | E990b400bd4c6 | E6ad9e4d01a19
Eeba7c17e4430 | Ed2115d9a1cf3 | Ec6def8a4716a
Eeba7c17e4430 | E563cbf1f0e84 | E30cf4c790e6b
Eeba7c17e4430 | E160352421545 | E8143111fa5cd
Efc54a8f3fd26 | E2ba9c6a70934 | E62dbac004d20
Efc54a8f3fd26 | Ef96448e78bcf | Ec2b5b5a6e2d1
Efc54a8f3fd26 | E94a7763a874c | Ed6ad6c54ec48
Efc54a8f3fd26 | E990b400bd4c6 | E089df53b93d8
Efc54a8f3fd26 | Ed2115d9a1cf3 | Ec6def8a4716a
Efc54a8f3fd26 | E563cbf1f0e84 | E30cf4c790e6b
Efc54a8f3fd26 | E160352421545 | E148989cd3466
Eb0e3a3dd20c1 | E2ba9c6a70934 | Ea48dcf3f84aa
Eb0e3a3dd20c1 | Ef96448e78bcf | E62dbac004d20
Eb0e3a3dd20c1 | E94a7763a874c | E5bbeadc44c7f
Eb0e3a3dd20c1 | E990b400bd4c6 | E4ed85eea34bb
Eb0e3a3dd20c1 | Ed2115d9a1cf3 | Eb9c541501e31
Eb0e3a3dd20c1 | E563cbf1f0e84 | E17ad0c38f119
Eb0e3a3dd20c1 | E160352421545 | E751585bb88d2
Eebc6e3a63453 | E2ba9c6a70934 | E0aef916057cf
Eebc6e3a63453 | Ef96448e78bcf | E3875b72acd7b
Eebc6e3a63453 | E94a7763a874c | E5981b4c90aa9
Eebc6e3a63453 | E990b400bd4c6 | E14e0c3dae272
Eebc6e3a63453 | Ed2115d9a1cf3 | Eb9c541501e31
Eebc6e3a63453 | E563cbf1f0e84 | E17ad0c38f119
Eebc6e3a63453 | E160352421545 | Ed95ca4db2fd5
E6a9d9b0c44a2 | E2ba9c6a70934 | Ed4928b79590b
E6a9d9b0c44a2 | Ef96448e78bcf | Ed95ca4db2fd5
E6a9d9b0c44a2 | E94a7763a874c | Ecdb40e7a9c07
E6a9d9b0c44a2 | E990b400bd4c6 | E44c0db3d2ee5
E6a9d9b0c44a2 | Ed2115d9a1cf3 | Eb9c541501e31
